time_code,temperature,acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z,mag_y,mag_x,mag_z,roulis,tangage,lacet,compteur,status[0],status[1],status[2],status[3],status[4],status[5],status[6],status[7],time_code_sec,Gyr X,Gyr Y,Gyr Z,Acc Z corrigé
2017/04/26 - 13:29:50:01,27.9375,1.1506,-0.02998,9.77394,0.00414,0.00692,-0.00145,0.56817,-0.40724,1.19063,-0.1334,-6.49502,48.73577,0,1,1,1,0,0,1,0,1,48590.0,0.2372045271841608,0.3964867942305297,-0.08307888029396936,9.79394
2017/04/26 - 13:29:50:02,27.9375,1.15052,-0.05272,9.77455,-0.00638,-0.00378,0.00217,0.56805,-0.40765,1.18962,-0.1375,-6.49295,48.7346,0,1,1,1,0,0,1,0,1,48590.01,-0.36554707329346525,-0.21657804655945118,0.12433184154338864,9.79455
2017/04/26 - 13:29:50:03,27.9375,1.15045,-0.05275,9.78208,0.00773,-0.00021,-0.00142,0.56727,-0.40695,1.188,-0.13348,-6.49797,48.73602,0,1,1,1,0,0,1,0,1,48590.02,0.4428963756361263,-0.012032113697747288,-0.0813600069085769,9.80208
2017/04/26 - 13:29:50:04,27.9375,1.15038,-0.05278,9.78962,0.00775,0.00507,0.00394,0.56662,-0.40653,1.19028,-0.12961,-6.49999,48.73464,0,1,1,1,0,0,1,0,1,48590.03,0.444042291226388,0.29048960213132735,0.22574537128154434,9.809619999999999
2017/04/26 - 13:29:50:05,27.9375,1.15052,-0.05272,9.77455,0.00416,0.01044,0.00212,0.5674,-0.40793,1.18949,-0.12786,-6.49992,48.73706,0,1,1,1,0,0,1,0,1,48590.04,0.23835044277442244,0.5981679381165794,0.12146705256773452,9.79455
2017/04/26 - 13:29:50:06,27.9375,1.15814,-0.0376,9.77419,0.00053,0.00347,-0.0113,0.5674,-0.40681,1.18976,-0.12713,-6.49584,48.73783,0,1,1,1,0,0,1,0,1,48590.05,0.03036676314193363,0.19881635491039565,-0.6474423084978302,9.79419
2017/04/26 - 13:29:50:07,27.9375,1.15807,-0.03762,9.78173,-0.00643,0.00512,0.00213,0.56766,-0.40765,1.18974,-0.13146,-6.49671,48.73147,0,1,1,1,0,0,1,0,1,48590.06,-0.3684118622691193,0.2933543911069815,0.12204001036286534,9.80173
2017/04/26 - 13:29:50:08,27.9375,1.15062,-0.02239,9.77374,0.00428,0.00322,0.01111,0.56817,-0.40737,1.18975,-0.13004,-6.49567,48.73187,0,1,1,1,0,0,1,0,1,48590.07,0.24522593631599235,0.1844924100321251,0.6365561103903447,9.79374
2017/04/26 - 13:29:50:09,27.9375,1.15043,-0.03761,9.78921,0.00071,-0.00382,0.00397,0.56818,-0.40863,1.18934,-0.13039,-6.52791,48.73843,0,1,1,1,0,0,1,0,1,48590.08,0.04068000345428845,-0.2188698777399745,0.2274642446669368,9.80921
2017/04/26 - 13:29:50:10,27.9375,1.1505,-0.03759,9.78168,0.00243,0.00686,0.00393,0.56778,-0.40626,1.18939,-0.12957,-6.46948,48.74012,0,1,1,1,0,0,1,0,1,48590.09,0.13922874421679005,0.3930490474597447,0.22517241348641354,9.80168
2017/04/26 - 13:29:50:11,27.9375,1.15063,0.00032,9.78066,0.00775,0.00329,0.00394,0.56727,-0.40709,1.18925,-0.12589,-6.49965,48.74254,0,1,1,1,0,0,1,0,1,48590.1,0.444042291226388,0.18850311459804084,0.22574537128154434,9.800659999999999
2017/04/26 - 13:29:50:12,27.9375,1.13547,-0.00718,9.78076,0.00421,-0.00024,0.00216,0.56855,-0.40599,1.19028,-0.12392,-6.5309,48.74399,0,1,1,1,0,0,1,0,1,48590.11,0.2412152317500766,-0.013750987083139758,0.12375888374825782,9.80076
2017/04/26 - 13:29:50:13,27.9375,1.16569,-0.0225,9.78137,0.01667,-0.00565,0.00577,0.56676,-0.40793,1.18962,-0.11525,-6.50264,48.7454,0,1,1,1,0,0,1,0,1,48590.12,0.9551206444830823,-0.3237211542489151,0.330596647790485,9.80137
2017/04/26 - 13:29:50:14,27.9375,1.18073,-0.03019,9.78922,-0.00108,0.01036,0.01018,0.56728,-0.40876,1.1896,-0.11682,-6.50777,48.74851,0,1,1,1,0,0,1,0,1,48590.13,-0.06187944187412891,0.5935842757555329,0.583271035443178,9.80922
2017/04/26 - 13:29:50:15,27.9375,1.15053,-0.00729,9.7884,-0.00301,0.00879,-0.00863,0.56714,-0.40695,1.18976,-0.11848,-6.50469,48.75453,0,1,1,1,0,0,1,0,1,48590.14,-0.1724602963343778,0.5036299019199936,-0.4944625771979005,9.808399999999999
2017/04/26 - 13:29:50:16,27.9375,1.1659,-0.02242,9.75877,0.00407,0.007,-0.00862,0.5674,-0.40695,1.18989,-0.11586,-6.50156,48.74844,0,1,1,1,0,0,1,0,1,48590.15,0.23319382261824503,0.40107045659157625,-0.4938896194027696,9.77877
2017/04/26 - 13:29:50:17,27.9375,1.15072,0.00793,9.77293,0.00245,0.00505,0.00662,0.56804,-0.40668,1.18938,-0.11539,-6.46919,48.74362,0,1,1,1,0,0,1,0,1,48590.16,0.1403746598070517,0.28934368654106574,0.37929806037660496,9.79293
2017/04/26 - 13:29:50:18,27.9375,1.166,0.00791,9.75796,-0.01012,0.01237,-0.00866,0.56817,-0.40696,1.18963,-0.12088,-6.49943,48.7464,0,1,1,1,0,0,1,0,1,48590.17,-0.5798332886723931,0.7087487925768283,-0.4961814505832929,9.77796
2017/04/26 - 13:29:50:19,27.9375,1.15053,-0.00729,9.7884,-0.00289,0.00511,0.00214,0.56791,-0.4064,1.18914,-0.12318,-6.49525,48.74155,0,1,1,1,0,0,1,0,1,48590.18,-0.16558480279280793,0.2927814333118507,0.12261296815799617,9.808399999999999
2017/04/26 - 13:29:50:20,27.9375,1.15062,-0.02239,9.77374,-0.00656,0.0035,-0.0122,0.56688,-0.40584,1.1889,-0.12639,-6.49421,48.74197,0,1,1,1,0,0,1,0,1,48590.19,-0.37586031360582,0.20053522829578813,-0.6990085100596044,9.79374
2017/04/26 - 13:29:50:21,27.9375,1.15069,-0.04508,9.75927,-0.0029,0.00865,0.00392,0.56894,-0.40612,1.18951,-0.12881,-6.49513,48.73508,0,1,1,1,0,0,1,0,1,48590.2,-0.1661577605879387,0.4956084927881621,0.2245994556912827,9.77927
2017/04/26 - 13:29:50:22,27.9375,1.15072,-0.0375,9.75907,0.00233,0.0052,-0.00682,0.56791,-0.40612,1.19028,-0.12728,-6.49206,48.73623,0,1,1,1,0,0,1,0,1,48590.21,0.1334991662654818,0.29793805346802804,-0.39075721627922144,9.779069999999999
2017/04/26 - 13:29:50:23,27.9375,1.15052,-0.05272,9.77455,-0.00112,-0.00198,-0.00142,0.56611,-0.40723,1.18951,-0.12833,-6.492,48.73244,0,1,1,1,0,0,1,0,1,48590.22,-0.0641712730546522,-0.11344564343590299,-0.0813600069085769,9.79455
2017/04/26 - 13:29:50:24,27.9375,1.15052,-0.05272,9.77455,0.00236,0.0034,-0.00502,0.56598,-0.40695,1.18902,-0.12691,-6.49503,48.73208,0,1,1,1,0,0,1,0,1,48590.23,0.13521803965087428,0.19480565034447989,-0.2876248131556733,9.79455
2017/04/26 - 13:29:50:25,27.9375,1.15809,-0.05276,9.7746,0.00061,-0.00192,-0.0068,0.56778,-0.40528,1.18891,-0.12662,-6.49598,48.72934,0,1,1,1,0,0,1,0,1,48590.24,0.03495042550298021,-0.11000789666511807,-0.38961130068895977,9.794599999999999
2017/04/26 - 13:29:50:26,27.9375,1.15804,-0.06792,9.775,-0.00472,0.0105,-0.00147,0.56804,-0.40528,1.18878,-0.1295,-6.49899,48.72378,0,1,1,1,0,0,1,0,1,48590.25,-0.27043607930174857,0.6016056848873644,-0.08422479588423101,9.795
2017/04/26 - 13:29:50:27,27.9375,1.1504,-0.06791,9.78249,-0.00016,0.00324,0.00932,0.56855,-0.40557,1.18991,-0.1307,-6.49587,48.72308,0,1,1,1,0,0,1,0,1,48590.26,-0.009167324722093173,0.18563832562238672,0.5339966650619272,9.802489999999999
2017/04/26 - 13:29:50:28,27.9375,1.1505,-0.0603,9.77475,0.01124,0.00512,-0.00144,0.56856,-0.40709,1.18824,-0.12445,-6.49589,48.72756,0,1,1,1,0,0,1,0,1,48590.27,0.6440045617270453,0.2933543911069815,-0.08250592249883855,9.794749999999999
2017/04/26 - 13:29:50:29,27.9375,1.16559,-0.05282,9.78218,0.00235,0.00342,-0.00682,0.56728,-0.40806,1.18848,-0.12316,-6.49584,48.72688,0,1,1,1,0,0,1,0,1,48590.28,0.13464508185574348,0.19595156593474153,-0.39075721627922144,9.80218
2017/04/26 - 13:29:50:30,27.9375,1.15033,-0.06794,9.79002,0.00238,0.00869,-0.00056,0.56895,-0.40752,1.18911,-0.12205,-6.49579,48.72327,0,1,1,1,0,0,1,0,1,48590.29,0.13636395524113593,0.4979003239686854,-0.0320856365273261,9.81002
2017/04/26 - 13:29:50:31,27.9375,1.15799,-0.08308,9.77541,0.00054,0.01054,-0.00684,0.56869,-0.40849,1.19048,-0.1218,-6.49369,48.72309,0,1,1,1,0,0,1,0,1,48590.3,0.030939720937064454,0.6038975160678878,-0.39190313186948306,9.79541
2017/04/26 - 13:29:50:32,27.9375,1.15048,-0.06788,9.77495,0.00953,0.00504,0.00573,0.56663,-0.40695,1.18914,-0.11701,-6.48955,48.71822,0,1,1,1,0,0,1,0,1,48590.31,0.5460287787596746,0.2887707287459349,0.3283048166099617,9.79495
2017/04/26 - 13:29:50:33,27.9375,1.15048,-0.06788,9.77495,0.00942,0.01403,-0.00147,0.56765,-0.4064,1.18952,-0.11202,-6.48952,48.72168,0,1,1,1,0,0,1,0,1,48590.32,0.5397262430132355,0.8038597865685451,-0.08422479588423101,9.79495
2017/04/26 - 13:29:50:34,27.9375,1.15038,-0.05278,9.78962,-0.00286,0.00331,0.00394,0.56637,-0.40695,1.18826,-0.11424,-6.48338,48.71987,0,1,1,1,0,0,1,0,1,48590.33,-0.16386592940741546,0.18964903018830248,0.22574537128154434,9.809619999999999
2017/04/26 - 13:29:50:35,27.9375,1.13546,-0.0299,9.77384,0.00247,-0.00558,0.00218,0.56739,-0.40668,1.19052,-0.11346,-6.48433,48.7223,0,1,1,1,0,0,1,0,1,48590.34,0.14152057539731333,-0.31971044968299933,0.12490479933851947,9.79384
2017/04/26 - 13:29:50:36,27.9375,1.15053,-0.00729,9.7884,0.00236,0.00517,-0.00414,0.5692,-0.40682,1.18988,-0.11216,-6.48942,48.72308,0,1,1,1,0,0,1,0,1,48590.35,0.13521803965087428,0.2962191800826356,-0.2372045271841608,9.808399999999999
2017/04/26 - 13:29:50:37,27.9375,1.15812,-0.02246,9.78132,0.00414,0.00781,-0.00146,0.56843,-0.40766,1.19012,-0.11019,-6.48932,48.72085,0,1,1,1,0,0,1,0,1,48590.36,0.2372045271841608,0.44748003799717295,-0.08365183808910019,9.801319999999999
2017/04/26 - 13:29:50:38,27.9375,1.15053,-0.03,9.78147,0.00413,-0.00015,-0.0068,0.56766,-0.40626,1.18826,-0.10769,-6.48674,48.71927,0,1,1,1,0,0,1,0,1,48590.37,0.23663156938903,-0.008594366926962348,-0.38961130068895977,9.80147
2017/04/26 - 13:29:50:39,27.9375,1.1506,-0.02998,9.77394,-0.00996,0.00335,0.00214,0.56906,-0.40571,1.19002,-0.11404,-6.48969,48.71551,0,1,1,1,0,0,1,0,1,48590.38,-0.5706659639502999,0.1919408613688258,0.12261296815799617,9.79394
2017/04/26 - 13:29:50:40,27.9375,1.15062,-0.02239,9.77374,-0.00293,0.00515,-0.00145,0.56895,-0.40724,1.18848,-0.11593,-6.48967,48.71539,0,1,1,1,0,0,1,0,1,48590.39,-0.1678766339733312,0.295073264492374,-0.08307888029396936,9.79374
2017/04/26 - 13:29:50:41,27.9375,1.15029,-0.03767,9.80428,-0.00119,0.00343,-0.00682,0.5674,-0.40751,1.18899,-0.11667,-6.48958,48.71471,0,1,1,1,0,0,1,0,1,48590.4,-0.06818197762056796,0.19652452372987236,-0.39075721627922144,9.82428
2017/04/26 - 13:29:50:42,27.9375,1.15072,-0.0375,9.75907,0.00408,0.00699,-0.00773,0.56611,-0.40639,1.18877,-0.11413,-6.48952,48.71098,0,1,1,1,0,0,1,0,1,48590.41,0.2337667804133759,0.4004974987964454,-0.4428963756361263,9.779069999999999
2017/04/26 - 13:29:50:43,27.9375,1.16585,-0.03758,9.75917,-0.00831,0.01055,-0.00596,0.56638,-0.4089,1.18847,-0.11901,-6.48839,48.70668,0,1,1,1,0,0,1,0,1,48590.42,-0.4761279277537141,0.6044704738630186,-0.3414828458979706,9.779169999999999
2017/04/26 - 13:29:50:44,27.9375,1.15795,-0.05281,9.78967,-0.01,-0.00368,-0.0068,0.5674,-0.40793,1.18974,-0.1246,-6.48425,48.70319,0,1,1,1,0,0,1,0,1,48590.43,-0.5729577951308232,-0.21084846860814296,-0.38961130068895977,9.809669999999999
2017/04/26 - 13:29:50:45,27.9375,1.15845,-0.0299,9.74385,-0.01178,0.00517,-0.00146,0.56689,-0.40751,1.1895,-0.13176,-6.48923,48.69944,0,1,1,1,0,0,1,0,1,48590.44,-0.6749442826641098,0.2962191800826356,-0.08365183808910019,9.76385
2017/04/26 - 13:29:50:46,27.9375,1.15795,-0.05281,9.78967,0.00769,0.00691,-0.00145,0.56792,-0.40751,1.18849,-0.12757,-6.48816,48.69746,0,1,1,1,0,0,1,0,1,48590.45,0.44060454445560304,0.39591383643539885,-0.08307888029396936,9.809669999999999
2017/04/26 - 13:29:50:47,27.9375,1.15819,-0.02243,9.77379,-0.01,0.00339,-0.00145,0.56778,-0.40668,1.18926,-0.1337,-6.48707,48.69678,0,1,1,1,0,0,1,0,1,48590.46,-0.5729577951308232,0.19423269254934905,-0.08307888029396936,9.79379
2017/04/26 - 13:29:50:48,27.9375,1.15807,-0.03762,9.78173,-0.00467,0.00335,0.00035,0.56752,-0.40654,1.19015,-0.1367,-6.48703,48.69479,0,1,1,1,0,0,1,0,1,48590.47,-0.26757129032609445,0.1919408613688258,0.020053522829578813,9.80173
2017/04/26 - 13:29:50:49,27.9375,1.15052,-0.05272,9.77455,-0.0056,-0.00013,-0.00681,0.56881,-0.40585,1.18977,-0.13997,-6.48799,48.69515,0,1,1,1,0,0,1,0,1,48590.48,-0.320856365273261,-0.007448451336700701,-0.3901842584840906,9.79455
2017/04/26 - 13:29:50:50,27.9375,1.13539,-0.05264,9.77444,0.00769,0.00691,-0.00144,0.56844,-0.40723,1.18836,-0.13578,-6.48996,48.69006,0,1,1,1,0,0,1,0,1,48590.49,0.44060454445560304,0.39591383643539885,-0.08250592249883855,9.79444
2017/04/26 - 13:29:50:51,27.9375,1.13503,-0.05278,9.81212,-0.00996,-0.00196,-0.00142,0.56869,-0.40612,1.18737,-0.14189,-6.48887,48.68938,0,1,1,1,0,0,1,0,1,48590.5,-0.5706659639502999,-0.11229972784564135,-0.0813600069085769,9.83212
2017/04/26 - 13:29:50:52,27.9375,1.12053,-0.02973,9.75113,-0.00108,-0.00025,0.00396,0.56765,-0.40626,1.18889,-0.14309,-6.49189,48.68791,0,1,1,1,0,0,1,0,1,48590.51,-0.06187944187412891,-0.014323944878270581,0.22689128687180599,9.77113
2017/04/26 - 13:29:50:53,27.9375,1.12749,-0.02245,9.8188,-0.00274,-0.00921,0.00937,0.56753,-0.40723,1.18837,-0.14578,-6.52613,48.69036,0,1,1,1,0,0,1,0,1,48590.52,-0.15699043586584555,-0.5276941293154882,0.5368614540375813,9.838799999999999
2017/04/26 - 13:29:50:54,27.9375,1.15062,-0.02239,9.77374,-0.0028,-0.00561,0.00576,0.56778,-0.4064,1.18863,-0.14808,-6.50205,48.69574,0,1,1,1,0,0,1,0,1,48590.53,-0.1604281826366305,-0.32142932306839184,0.3300236899953542,9.79374
2017/04/26 - 13:29:50:55,27.9375,1.15828,-0.03754,9.75912,0.01477,0.01042,0.00213,0.56765,-0.40542,1.18954,-0.14026,-6.50811,48.69924,0,1,1,1,0,0,1,0,1,48590.54,0.8462586634082259,0.5970220225263179,0.12204001036286534,9.779119999999999
2017/04/26 - 13:29:50:56,27.9375,1.15043,-0.03761,9.78921,-0.00643,0.01042,0.0057,0.56843,-0.40598,1.18876,-0.14463,-6.50403,48.69935,0,1,1,1,0,0,1,0,1,48590.55,-0.3684118622691193,0.5970220225263179,0.32658594322456924,9.80921
2017/04/26 - 13:29:50:57,27.9375,1.15055,-0.04514,9.77434,0.00072,0.00324,0.00932,0.56725,-0.40431,1.18981,-0.14532,-6.50091,48.70279,0,1,1,1,0,0,1,0,1,48590.56,0.041252961249419275,0.18563832562238672,0.5339966650619272,9.79434
2017/04/26 - 13:29:50:58,27.9375,1.15046,-0.03003,9.78901,-0.00281,-0.00383,0.00576,0.56766,-0.40709,1.18938,-0.14763,-6.50093,48.70724,0,1,1,1,0,0,1,0,1,48590.57,-0.16100114043176134,-0.2194428355351053,0.3300236899953542,9.809009999999999
2017/04/26 - 13:29:50:59,27.9375,1.15074,-0.02992,9.75887,-0.00472,0.00342,-0.00503,0.56752,-0.40556,1.18979,-0.15051,-6.50597,48.71073,0,1,1,1,0,0,1,0,1,48590.58,-0.27043607930174857,0.19595156593474153,-0.28819777095080407,9.77887
2017/04/26 - 13:29:50:60,27.9375,1.13547,-0.00718,9.78076,0.00419,-0.00109,-0.00142,0.56778,-0.40668,1.18913,-0.14833,-6.50592,48.70738,0,1,1,1,0,0,1,0,1,48590.59,0.24006931615981494,-0.06245239966925974,-0.0813600069085769,9.80076
2017/04/26 - 13:29:50:61,27.9375,1.15076,-0.02234,9.75867,0.00953,0.00327,0.00574,0.56959,-0.40641,1.18963,-0.14374,-6.50941,48.70672,0,1,1,1,0,0,1,0,1,48590.6,0.5460287787596746,0.1873571990077792,0.3288777744050925,9.77867
2017/04/26 - 13:29:50:62,27.9375,1.15058,0.00787,9.788,-0.00281,-0.00737,0.00398,0.56829,-0.40501,1.18967,-0.14592,-6.50942,48.709,0,1,1,1,0,0,1,0,1,48590.61,-0.16100114043176134,-0.4222698950114167,0.22803720246206766,9.808
2017/04/26 - 13:29:50:63,27.9375,1.13544,0.00795,9.7879,0.00774,-0.00023,0.00037,0.56818,-0.40751,1.18911,-0.14201,-6.51651,48.71147,0,1,1,1,0,0,1,0,1,48590.62,0.4434693334312572,-0.013178029288008935,0.02119943841984046,9.8079
2017/04/26 - 13:29:50:64,27.9375,1.13556,0.02314,9.77995,0.00423,-0.01088,-0.00138,0.56701,-0.40639,1.18927,-0.13978,-6.51854,48.71172,0,1,1,1,0,0,1,0,1,48590.63,0.24236114734033823,-0.6233780811023357,-0.07906817572805361,9.799949999999999
2017/04/26 - 13:29:50:65,27.9375,1.15063,0.00032,9.78066,-0.00113,-0.00019,-0.00143,0.56713,-0.40542,1.18967,-0.14084,-6.52765,48.71109,0,1,1,1,0,0,1,0,1,48590.64,-0.06474423084978302,-0.010886198107485642,-0.08193296470370773,9.800659999999999
2017/04/26 - 13:29:50:66,27.9375,1.15053,-0.00729,9.7884,0.00242,-0.00198,-0.00142,0.56714,-0.40709,1.18938,-0.13963,-6.56091,48.70947,0,1,1,1,0,0,1,0,1,48590.65,0.1386557864216592,-0.11344564343590299,-0.0813600069085769,9.808399999999999
2017/04/26 - 13:29:50:67,27.9375,1.1505,-0.03759,9.78168,0.00676,0.01403,-0.00148,0.56829,-0.40515,1.18992,-0.13616,-6.50244,48.70881,0,1,1,1,0,0,1,0,1,48590.66,0.38731946950843654,0.8038597865685451,-0.08479775367936183,9.80168
2017/04/26 - 13:29:50:68,27.9375,1.15055,-0.02242,9.78127,0.00239,0.00336,-0.00144,0.56779,-0.40654,1.18876,-0.13497,-6.52755,48.70689,0,1,1,1,0,0,1,0,1,48590.67,0.13693691303626676,0.1925138191639566,-0.08250592249883855,9.801269999999999
2017/04/26 - 13:29:50:69,27.9375,1.1506,-0.00726,9.78087,0.00239,0.00336,-0.00144,0.56908,-0.40738,1.18886,-0.134,-6.52851,48.70621,0,1,1,1,0,0,1,0,1,48590.68,0.13693691303626676,0.1925138191639566,-0.08250592249883855,9.80087
2017/04/26 - 13:29:50:70,27.9375,1.1204,-0.00708,9.77313,0.0148,-0.00907,-0.00676,0.56792,-0.40821,1.19049,-0.12535,-6.55973,48.70501,0,1,1,1,0,0,1,0,1,48590.69,0.8479775367936184,-0.5196727201836566,-0.38731946950843654,9.79313
2017/04/26 - 13:29:50:71,27.9375,1.12038,0.00806,9.78026,0.00928,0.01773,-0.01403,0.56895,-0.4071,1.18949,-0.11962,-6.50533,48.70129,0,1,1,1,0,0,1,0,1,48590.7,0.531704833881404,1.0158541707669495,-0.8038597865685451,9.80026
2017/04/26 - 13:29:50:72,27.9375,1.15072,0.00793,9.77293,0.00675,0.00343,-0.00861,0.56869,-0.40738,1.1905,-0.11544,-6.52833,48.6926,0,1,1,1,0,0,1,0,1,48590.71,0.38674651171330565,0.19652452372987236,-0.49331666160763876,9.79293
2017/04/26 - 13:29:50:73,27.9375,1.16574,-0.00734,9.78097,-0.00116,-0.0037,-0.0068,0.56715,-0.40765,1.18899,-0.11617,-6.56051,48.68778,0,1,1,1,0,0,1,0,1,48590.72,-0.0664631042351755,-0.2119943841984046,-0.38961130068895977,9.80097
2017/04/26 - 13:29:50:74,27.9375,1.15048,-0.02245,9.78881,0.01821,0.00346,-0.01398,0.56638,-0.40848,1.18949,-0.10507,-6.53329,48.68393,0,1,1,1,0,0,1,0,1,48590.73,1.0433561449332291,0.19824339711526484,-0.8009949975928908,9.80881
2017/04/26 - 13:29:50:75,27.9375,1.15045,-0.05275,9.78208,-0.00296,0.00343,-0.00682,0.56714,-0.40765,1.18937,-0.10682,-6.53422,48.67602,0,1,1,1,0,0,1,0,1,48590.74,-0.16959550735872367,0.19652452372987236,-0.39075721627922144,9.80208
2017/04/26 - 13:29:50:76,27.9375,1.15048,-0.06788,9.77495,0.0006,0.00516,-0.00324,0.56767,-0.40862,1.18834,-0.10653,-6.53415,48.67155,0,1,1,1,0,0,1,0,1,48590.75,0.03437746770784939,0.29564622228750476,-0.18563832562238672,9.79495
2017/04/26 - 13:29:50:77,27.9375,1.15033,-0.06794,9.79002,0.00941,0.0052,-0.00861,0.56612,-0.40764,1.18875,-0.10108,-6.53409,48.66983,0,1,1,1,0,0,1,0,1,48590.76,0.5391532852181047,0.29793805346802804,-0.49331666160763876,9.81002
2017/04/26 - 13:29:50:78,27.9375,1.15038,-0.05278,9.78962,0.00417,-0.00019,-0.00321,0.56714,-0.40695,1.18863,-0.09876,-6.53301,48.66454,0,1,1,1,0,0,1,0,1,48590.77,0.2389234005695533,-0.010886198107485642,-0.18391945223699427,9.809619999999999
2017/04/26 - 13:29:50:79,27.9375,1.15043,-0.03761,9.78921,-0.00467,0.00336,-0.00055,0.5674,-0.40695,1.18963,-0.10191,-6.53599,48.66285,0,1,1,1,0,0,1,0,1,48590.78,-0.26757129032609445,0.1925138191639566,-0.03151267873219528,9.80921
2017/04/26 - 13:29:50:80,27.9375,1.16574,-0.03005,9.77404,0.00419,0.0104,0.0057,0.56818,-0.40807,1.18923,-0.10016,-6.53596,48.6614,0,1,1,1,0,0,1,0,1,48590.79,0.24006931615981494,0.5958761069360561,0.32658594322456924,9.794039999999999
2017/04/26 - 13:29:50:81,27.9375,1.16588,-0.03,9.75897,0.00411,0.01226,-0.00147,0.56831,-0.40793,1.18948,-0.09821,-6.50162,48.66484,0,1,1,1,0,0,1,0,1,48590.8,0.23548565379876835,0.7024462568303893,-0.08422479588423101,9.77897
2017/04/26 - 13:29:50:82,27.9375,1.13535,-0.02237,9.7887,0.0024,0.00335,-0.00054,0.56805,-0.40863,1.18947,-0.09708,-6.52774,48.66327,0,1,1,1,0,0,1,0,1,48590.81,0.13750987083139757,0.1919408613688258,-0.030939720937064454,9.8087
2017/04/26 - 13:29:50:83,27.9375,1.15067,-0.05266,9.75947,-0.00629,-0.0039,0.01293,0.56816,-0.40529,1.18928,-0.10204,-6.55994,48.66312,0,1,1,1,0,0,1,0,1,48590.82,-0.3603904531372878,-0.22345354010102106,0.7408344291041544,9.77947
2017/04/26 - 13:29:50:84,27.9375,1.16561,-0.06796,9.77505,-0.00018,-0.00293,0.00396,0.56623,-0.40556,1.18992,-0.1027,-6.53281,48.66927,0,1,1,1,0,0,1,0,1,48590.83,-0.010313240312354819,-0.1678766339733312,0.22689128687180599,9.79505
2017/04/26 - 13:29:50:85,27.9375,1.1504,-0.06791,9.78249,0.00252,0.00763,0.01468,0.56727,-0.40682,1.19002,-0.10272,-6.53734,48.67171,0,1,1,1,0,0,1,0,1,48590.84,0.14438536437296745,0.4371667976848181,0.8411020432520485,9.802489999999999
2017/04/26 - 13:29:50:86,27.9375,1.15804,-0.06792,9.775,0.00063,0.00336,-0.00144,0.56804,-0.4071,1.19038,-0.10258,-6.53485,48.68014,0,1,1,1,0,0,1,0,1,48590.85,0.03609634109324186,0.1925138191639566,-0.08250592249883855,9.795
2017/04/26 - 13:29:50:87,27.9375,1.16585,-0.03758,9.75917,0.0007,0.00326,0.00752,0.56701,-0.40737,1.18925,-0.10317,-6.53577,48.67947,0,1,1,1,0,0,1,0,1,48590.86,0.040107045659157625,0.18678424121264836,0.43086426193837907,9.779169999999999
2017/04/26 - 13:29:50:88,27.9375,1.16571,-0.03763,9.77424,-0.00285,0.00683,0.00751,0.56727,-0.40737,1.19026,-0.10561,-6.53579,48.68334,0,1,1,1,0,0,1,0,1,48590.87,-0.16329297161228462,0.3913301740743523,0.43029130414324823,9.79424
2017/04/26 - 13:29:50:89,27.9375,1.15072,0.00793,9.77293,0.00418,-0.0002,-0.00143,0.5678,-0.40821,1.18872,-0.10363,-6.53471,48.68782,0,1,1,1,0,0,1,0,1,48590.88,0.23949635836468408,-0.011459155902616465,-0.08193296470370773,9.79293
2017/04/26 - 13:29:50:90,27.9375,1.1507,0.02306,9.78006,-0.00031,0.01758,0.00209,0.5683,-0.40668,1.18875,-0.10424,-6.50548,48.68632,0,1,1,1,0,0,1,0,1,48590.89,-0.01776169164905552,1.0072598038399871,0.11974817918234204,9.80006
2017/04/26 - 13:29:50:91,27.9375,1.15081,-0.00718,9.75826,0.00333,0.00506,0.00573,0.56805,-0.40723,1.18874,-0.10321,-6.52952,48.68767,0,1,1,1,0,0,1,0,1,48590.9,0.19079494577856415,0.28991664433619657,0.3283048166099617,9.77826
2017/04/26 - 13:29:50:92,27.9375,1.13544,-0.03748,9.77404,-0.00647,-0.00014,-0.00501,0.56933,-0.40724,1.18949,-0.10688,-6.55976,48.68993,0,1,1,1,0,0,1,0,1,48590.91,-0.37070369344964266,-0.008021409131831525,-0.2870518553605424,9.794039999999999
2017/04/26 - 13:29:50:93,27.9375,1.15048,-0.06788,9.77495,0.00057,0.00873,-0.00415,0.56766,-0.40723,1.189,-0.10678,-6.5002,48.6872,0,1,1,1,0,0,1,0,1,48590.92,0.03265859432245692,0.5001921551492087,-0.23777748497929163,9.79495
2017/04/26 - 13:29:50:94,27.9375,1.1504,-0.06791,9.78249,-0.00113,0.01397,0.00569,0.56727,-0.4064,1.18952,-0.10812,-6.52835,48.68427,0,1,1,1,0,0,1,0,1,48590.93,-0.06474423084978302,0.80042203979776,0.3260129854294384,9.802489999999999
2017/04/26 - 13:29:50:95,27.9375,1.16547,-0.06801,9.79012,0.01303,0.0042,0.00036,0.56714,-0.40667,1.18926,-0.10118,-6.52318,48.68769,0,1,1,1,0,0,1,0,1,48590.94,0.7465640070554627,0.24064227395494575,0.020626480624709637,9.81012
2017/04/26 - 13:29:50:96,27.9375,1.16559,-0.05282,9.78218,0.00414,-0.00015,-0.0068,0.56792,-0.40821,1.18998,-0.09868,-6.52267,48.68724,0,1,1,1,0,0,1,0,1,48590.95,0.2372045271841608,-0.008594366926962348,-0.38961130068895977,9.80218
