time_code,temperature,acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z,mag_y,mag_x,mag_z,roulis,tangage,lacet,compteur,status[0],status[1],status[2],status[3],status[4],status[5],status[6],status[7],time_code_sec,Gyr X,Gyr Y,Gyr Z,Acc Z corrigé
2017/04/26 - 13:29:58:82,27.9375,1.15119,0.00055,9.72038,0.0024,-0.0002,-0.00143,0.56764,-0.405,1.18929,-0.10372,-6.54355,48.67391,0,1,1,1,0,0,1,0,1,48598.81,0.13750987083139757,-0.011459155902616465,-0.08193296470370773,9.74038
2017/04/26 - 13:29:58:83,27.9375,1.12761,-0.00726,9.81086,-0.00486,-0.00349,-0.02472,0.5674,-0.40667,1.18876,-0.10538,-6.54815,48.67235,0,1,1,1,0,0,1,0,1,48598.82,-0.2784574884335801,-0.19996227050065732,-1.4163516695633949,9.83086
2017/04/26 - 13:29:58:84,27.9375,1.15084,-0.02231,9.75113,-0.00303,0.01058,-0.00864,0.56625,-0.4075,1.18724,-0.10705,-6.544,48.65828,0,1,1,1,0,0,1,0,1,48598.83,-0.17360621192463946,0.606189347248411,-0.49503553499303127,9.77113
2017/04/26 - 13:29:58:85,27.9375,1.15043,-0.03761,9.78921,-0.00019,0.00329,0.00573,0.56714,-0.40639,1.18877,-0.10804,-6.54469,48.65366,0,1,1,1,0,0,1,0,1,48598.84,-0.010886198107485642,0.18850311459804084,0.3283048166099617,9.80921
2017/04/26 - 13:29:58:86,27.9375,1.13558,-0.03742,9.75897,-0.00125,0.01057,-0.00864,0.56739,-0.4057,1.1884,-0.10869,-6.54054,48.65714,0,1,1,1,0,0,1,0,1,48598.85,-0.0716197243913529,0.6056163894532801,-0.49503553499303127,9.77897
2017/04/26 - 13:29:58:87,27.9375,1.15076,-0.02234,9.75867,0.00061,-0.0037,-0.00679,0.56753,-0.40765,1.18861,-0.1084,-6.54524,48.6507,0,1,1,1,0,0,1,0,1,48598.86,0.03495042550298021,-0.2119943841984046,-0.389038342893829,9.77867
2017/04/26 - 13:29:58:88,27.9375,1.15038,-0.05278,9.78962,-0.00125,-0.00358,-0.01755,0.56907,-0.40654,1.19039,-0.10847,-6.54921,48.64697,0,1,1,1,0,0,1,0,1,48598.87,-0.0716197243913529,-0.2051188906568347,-1.0055409304545948,9.809619999999999
2017/04/26 - 13:29:58:89,27.9375,1.15052,-0.05272,9.77455,-0.00296,-0.00365,-0.01038,0.56726,-0.40458,1.18893,-0.10999,-6.55388,48.63607,0,1,1,1,0,0,1,0,1,48598.88,-0.16959550735872367,-0.2091295952227505,-0.5947301913457945,9.79455
2017/04/26 - 13:29:58:90,27.9375,1.15038,-0.05278,9.78962,0.0006,0.0034,-0.00502,0.56779,-0.40695,1.18888,-0.10982,-6.55384,48.63028,0,1,1,1,0,0,1,0,1,48598.89,0.03437746770784939,0.19480565034447989,-0.2876248131556733,9.809619999999999
2017/04/26 - 13:29:58:91,27.9375,1.16554,-0.06799,9.78259,0.00065,-0.0002,-0.00143,0.56806,-0.40779,1.1876,-0.10988,-6.55652,48.62719,0,1,1,1,0,0,1,0,1,48598.9,0.037242256683503505,-0.011459155902616465,-0.08193296470370773,9.80259
2017/04/26 - 13:29:58:92,27.9375,1.16589,-0.06784,9.74491,-0.00292,0.00337,-0.00144,0.56946,-0.40752,1.18961,-0.11196,-6.55649,48.62655,0,1,1,1,0,0,1,0,1,48598.91,-0.16730367617820038,0.19308677695908744,-0.08250592249883855,9.76491
2017/04/26 - 13:29:58:93,27.9375,1.15036,-0.06036,9.78982,0.00068,-0.00024,0.00216,0.56766,-0.40751,1.18937,-0.11224,-6.55918,48.62474,0,1,1,1,0,0,1,0,1,48598.92,0.03896113006889598,-0.013750987083139758,0.12375888374825782,9.80982
2017/04/26 - 13:29:58:94,27.9375,1.15076,-0.06777,9.74481,0.00773,-0.002,-0.00141,0.56856,-0.40695,1.18811,-0.10822,-6.56222,48.62617,0,1,1,1,0,0,1,0,1,48598.93,0.4428963756361263,-0.11459155902616465,-0.08078704911344607,9.764809999999999
2017/04/26 - 13:29:58:95,27.9375,1.14989,-0.05297,9.84237,0.00251,-0.00385,0.00576,0.56753,-0.40695,1.18913,-0.10771,-6.56696,48.62481,0,1,1,1,0,0,1,0,1,48598.94,0.14381240657783664,-0.22058875112536694,0.3300236899953542,9.86237
2017/04/26 - 13:29:58:96,27.9375,1.15067,-0.05266,9.75947,0.00421,0.01038,0.0075,0.56676,-0.40751,1.18875,-0.10629,-6.5629,48.62832,0,1,1,1,0,0,1,0,1,48598.95,0.2412152317500766,0.5947301913457945,0.4297183463481174,9.77947
2017/04/26 - 13:29:58:97,27.9375,1.15041,-0.04519,9.78941,0.01482,0.00683,0.00394,0.56856,-0.40751,1.18924,-0.09861,-6.56152,48.63265,0,1,1,1,0,0,1,0,1,48598.96,0.84912345238388,0.3913301740743523,0.22574537128154434,9.80941
2017/04/26 - 13:29:58:98,27.9375,1.16543,-0.03775,9.80439,-0.0083,0.00702,-0.00863,0.56804,-0.40584,1.18864,-0.10331,-6.5594,48.6351,0,1,1,1,0,0,1,0,1,48598.97,-0.47555496995858326,0.4022163721818379,-0.4944625771979005,9.82439
2017/04/26 - 13:29:58:99,27.9375,1.15046,-0.03003,9.78901,0.00244,0.00508,0.00393,0.567,-0.40612,1.19028,-0.10272,-6.55903,48.62867,0,1,1,1,0,0,1,0,1,48598.98,0.13980170201192085,0.29106255992645824,0.22517241348641354,9.809009999999999
2017/04/26 - 13:29:59:00,27.9375,1.15803,-0.03007,9.78906,0.01118,0.00519,-0.00772,0.56765,-0.40723,1.19026,-0.09631,-6.55796,48.63111,0,1,1,1,0,0,1,0,1,48598.99,0.6405668149562604,0.29736509567289726,-0.44232341784099555,9.809059999999999
2017/04/26 - 13:29:59:01,27.9375,1.1505,-0.03759,9.78168,-0.00288,0.00333,0.00214,0.56829,-0.40459,1.1893,-0.09865,-6.55859,48.62656,0,1,1,1,0,0,1,0,1,48599.0,-0.1650118449976771,0.19079494577856415,0.12261296815799617,9.80168
2017/04/26 - 13:29:59:02,27.9375,1.15046,-0.03003,9.78901,0.00777,0.00327,0.00574,0.56739,-0.40682,1.19027,-0.09508,-6.55861,48.62798,0,1,1,1,0,0,1,0,1,48599.01,0.44518820681664967,0.1873571990077792,0.3288777744050925,9.809009999999999
2017/04/26 - 13:29:59:03,27.9375,1.15053,-0.03,9.78147,0.00425,-0.00028,0.00575,0.56662,-0.40681,1.19027,-0.09357,-6.5613,48.6306,0,1,1,1,0,0,1,0,1,48599.02,0.2435070629305999,-0.01604281826366305,0.32945073220022336,9.80147
2017/04/26 - 13:29:59:04,27.9375,1.1655,-0.06043,9.78992,0.00414,0.00338,-0.00413,0.5674,-0.4064,1.18927,-0.09143,-6.56126,48.6341,0,1,1,1,0,0,1,0,1,48599.03,0.2372045271841608,0.19365973475421827,-0.23663156938903,9.80992
2017/04/26 - 13:29:59:05,27.9375,1.15057,-0.03756,9.77414,0.00068,-0.00732,-0.0014,0.56856,-0.40654,1.189,-0.0915,-6.568,48.63096,0,1,1,1,0,0,1,0,1,48599.04,0.03896113006889598,-0.4194051060357626,-0.08021409131831525,9.794139999999999
2017/04/26 - 13:29:59:06,27.9375,1.15048,-0.02245,9.78881,0.00408,0.01054,-0.00684,0.56843,-0.40654,1.18976,-0.08922,-6.56386,48.63035,0,1,1,1,0,0,1,0,1,48599.05,0.2337667804133759,0.6038975160678878,-0.39190313186948306,9.80881
2017/04/26 - 13:29:59:07,27.9375,1.15062,-0.02239,9.77374,-0.00101,-0.0021,0.01023,0.5674,-0.40723,1.18938,-0.09103,-6.56759,48.62555,0,1,1,1,0,0,1,0,1,48599.06,-0.057868737308213146,-0.12032113697747288,0.5861358244188322,9.79374
2017/04/26 - 13:29:59:08,27.9375,1.16567,-0.00737,9.78851,0.00682,-0.00019,-0.00322,0.56843,-0.40612,1.18901,-0.08741,-6.5696,48.63163,0,1,1,1,0,0,1,0,1,48599.07,0.39075721627922144,-0.010886198107485642,-0.1844924100321251,9.80851
2017/04/26 - 13:29:59:09,27.9375,1.16574,-0.00734,9.78097,-0.00292,0.00337,-0.00145,0.56714,-0.40611,1.18852,-0.08953,-6.57022,48.62902,0,1,1,1,0,0,1,0,1,48599.08,-0.16730367617820038,0.19308677695908744,-0.08307888029396936,9.80097
2017/04/26 - 13:29:59:10,27.9375,1.15789,-0.03013,9.80413,-0.00384,0.01404,0.00031,0.56727,-0.40723,1.18862,-0.09225,-6.56407,48.62837,0,1,1,1,0,0,1,0,1,48599.09,-0.22001579333023613,0.8044327443636758,0.01776169164905552,9.82413
2017/04/26 - 13:29:59:11,27.9375,1.15057,-0.03756,9.77414,0.00414,0.00516,-0.00324,0.56778,-0.40626,1.18927,-0.0902,-6.56367,48.62843,0,1,1,1,0,0,1,0,1,48599.1,0.2372045271841608,0.29564622228750476,-0.18563832562238672,9.794139999999999
2017/04/26 - 13:29:59:12,27.9375,1.15052,-0.05272,9.77455,0.00776,-0.00291,0.00038,0.5683,-0.40765,1.18961,-0.08629,-6.56723,48.62674,0,1,1,1,0,0,1,0,1,48599.11,0.44461524902151883,-0.16673071838306955,0.021772396214971283,9.79455
2017/04/26 - 13:29:59:13,27.9375,1.15043,-0.03761,9.78921,-0.00459,-0.00205,0.00575,0.56624,-0.40723,1.18913,-0.08985,-6.57094,48.62623,0,1,1,1,0,0,1,0,1,48599.12,-0.2629876279650479,-0.11745634800181877,0.32945073220022336,9.80921
2017/04/26 - 13:29:59:14,27.9375,1.15033,-0.06794,9.79002,0.00056,0.00698,-0.00683,0.56625,-0.40848,1.18835,-0.08958,-6.56885,48.62973,0,1,1,1,0,0,1,0,1,48599.13,0.0320856365273261,0.39992454100131464,-0.3913301740743523,9.81002
2017/04/26 - 13:29:59:15,27.9375,1.12023,-0.03743,9.78147,-0.00472,0.00342,-0.00502,0.56754,-0.40848,1.18885,-0.09251,-6.56942,48.62591,0,1,1,1,0,0,1,0,1,48599.14,-0.27043607930174857,0.19595156593474153,-0.2876248131556733,9.80147
2017/04/26 - 13:29:59:16,27.9375,1.15802,-0.05279,9.78213,-0.00123,0.01055,-0.00685,0.5674,-0.40751,1.19038,-0.09327,-6.56528,48.6232,0,1,1,1,0,0,1,0,1,48599.15,-0.07047380880109126,0.6044704738630186,-0.39247608966461395,9.80213
2017/04/26 - 13:29:59:17,27.9375,1.15043,-0.03761,9.78921,0.00947,0.00512,-0.00144,0.5665,-0.40764,1.18912,-0.08832,-6.56486,48.6181,0,1,1,1,0,0,1,0,1,48599.16,0.5425910319888896,0.2933543911069815,-0.08250592249883855,9.80921
2017/04/26 - 13:29:59:18,27.9375,1.15802,-0.05279,9.78213,0.00409,0.00345,-0.0104,0.56804,-0.40654,1.18888,-0.0858,-6.56479,48.61746,0,1,1,1,0,0,1,0,1,48599.17,0.2343397382085067,0.197670439320134,-0.5958761069360561,9.80213
2017/04/26 - 13:29:59:19,27.9375,1.1506,-0.02998,9.77394,0.00064,-0.0055,-0.00499,0.56765,-0.40542,1.18815,-0.08568,-6.57046,48.6104,0,1,1,1,0,0,1,0,1,48599.18,0.03666929888837269,-0.31512678732195276,-0.2859059397702808,9.79394
2017/04/26 - 13:29:59:20,27.9375,1.15038,-0.05278,9.78962,0.00068,0.00684,0.00572,0.56648,-0.40389,1.18895,-0.08617,-6.56843,48.60772,0,1,1,1,0,0,1,0,1,48599.19,0.03896113006889598,0.39190313186948306,0.3277318588148309,9.809619999999999
2017/04/26 - 13:29:59:21,27.9375,1.15055,-0.04514,9.77434,0.0105,0.00405,0.0147,0.56778,-0.40598,1.18864,-0.0817,-6.5686,48.61016,0,1,1,1,0,0,1,0,1,48599.2,0.6016056848873644,0.2320479070279834,0.8422479588423101,9.79434
2017/04/26 - 13:29:59:22,27.9375,1.15067,-0.05266,9.75947,0.00423,-0.00381,0.00218,0.56752,-0.40654,1.18989,-0.07993,-6.57268,48.61882,0,1,1,1,0,0,1,0,1,48599.21,0.24236114734033823,-0.21829691994484365,0.12490479933851947,9.77947
2017/04/26 - 13:29:59:23,27.9375,1.16566,-0.0528,9.77465,-0.00286,0.00507,0.00572,0.56727,-0.40626,1.18915,-0.08253,-6.57227,48.61986,0,1,1,1,0,0,1,0,1,48599.22,-0.16386592940741546,0.29048960213132735,0.3277318588148309,9.794649999999999
2017/04/26 - 13:29:59:24,27.9375,1.15072,-0.0375,9.75907,0.00689,0.00503,0.00752,0.56727,-0.40625,1.18839,-0.07959,-6.57128,48.62335,0,1,1,1,0,0,1,0,1,48599.23,0.39476792084513723,0.28819777095080407,0.43086426193837907,9.779069999999999
2017/04/26 - 13:29:59:25,27.9375,1.15074,-0.02992,9.75887,-0.00283,-0.01,0.0004,0.56623,-0.40653,1.19003,-0.08183,-6.57951,48.62696,0,1,1,1,0,0,1,0,1,48599.24,-0.16214705602202298,-0.5729577951308232,0.02291831180523293,9.77887
2017/04/26 - 13:29:59:26,27.9375,1.15067,-0.00723,9.77333,0.00246,0.00328,0.00573,0.56649,-0.40486,1.18792,-0.0813,-6.57952,48.6274,0,1,1,1,0,0,1,0,1,48599.25,0.14094761760218252,0.18793015680291,0.3283048166099617,9.79333
2017/04/26 - 13:29:59:27,27.9375,1.15067,-0.00723,9.77333,0.0043,-0.00743,0.00757,0.56725,-0.40431,1.18918,-0.07993,-6.58628,48.62994,0,1,1,1,0,0,1,0,1,48599.26,0.246371851906254,-0.42570764178220166,0.4337290509140332,9.79333
2017/04/26 - 13:29:59:28,27.9375,1.13563,-0.02226,9.75856,0.00416,-0.00018,-0.00321,0.567,-0.40542,1.18992,-0.07783,-6.58828,48.6345,0,1,1,1,0,0,1,0,1,48599.27,0.23835044277442244,-0.010313240312354819,-0.18391945223699427,9.778559999999999
2017/04/26 - 13:29:59:29,27.9375,1.13549,-0.02232,9.77363,0.00055,0.01053,-0.00505,0.56844,-0.40807,1.18835,-0.07777,-6.58476,48.63213,0,1,1,1,0,0,1,0,1,48599.28,0.03151267873219528,0.6033245582727568,-0.28934368654106574,9.79363
2017/04/26 - 13:29:59:30,27.9375,1.15817,-0.03001,9.77399,-0.00645,0.01044,0.00391,0.56728,-0.40876,1.18859,-0.08222,-6.58067,48.6294,0,1,1,1,0,0,1,0,1,48599.29,-0.369557777859381,0.5981679381165794,0.2240264978961519,9.793989999999999
2017/04/26 - 13:29:59:31,27.9375,1.13563,-0.02226,9.75856,-0.00109,-0.00201,0.00217,0.56882,-0.40751,1.18873,-0.08358,-6.58432,48.63167,0,1,1,1,0,0,1,0,1,48599.3,-0.06245239966925974,-0.11516451682129547,0.12433184154338864,9.778559999999999
2017/04/26 - 13:29:59:32,27.9375,1.12028,-0.02227,9.78107,-0.00475,0.007,-0.00683,0.56882,-0.40766,1.18999,-0.08636,-6.58221,48.63311,0,1,1,1,0,0,1,0,1,48599.31,-0.272154952687141,0.40107045659157625,-0.3913301740743523,9.80107
2017/04/26 - 13:29:59:33,27.9375,1.13568,-0.0071,9.75816,0.00066,-0.00554,-0.0014,0.56778,-0.4057,1.18903,-0.08648,-6.58787,48.62786,0,1,1,1,0,0,1,0,1,48599.32,0.03781521447863433,-0.31741861850247605,-0.08021409131831525,9.77816
2017/04/26 - 13:29:59:34,27.9375,1.15072,-0.0375,9.75907,-0.00301,0.01055,-0.00685,0.56778,-0.40556,1.18979,-0.08825,-6.58373,48.62724,0,1,1,1,0,0,1,0,1,48599.33,-0.1724602963343778,0.6044704738630186,-0.39247608966461395,9.779069999999999
2017/04/26 - 13:29:59:35,27.9375,1.15072,-0.0375,9.75907,0.0042,0.00419,0.00394,0.56702,-0.40709,1.18863,-0.08669,-6.58381,48.62241,0,1,1,1,0,0,1,0,1,48599.34,0.24064227395494575,0.24006931615981494,0.22574537128154434,9.779069999999999
2017/04/26 - 13:29:59:36,27.9375,1.1505,-0.03759,9.78168,0.00053,0.00878,-0.00863,0.56753,-0.40779,1.18886,-0.08632,-6.58068,48.62487,0,1,1,1,0,0,1,0,1,48599.35,0.03036676314193363,0.5030569441248628,-0.4944625771979005,9.80168
2017/04/26 - 13:29:59:37,27.9375,1.15067,-0.05266,9.75947,0.00235,0.01048,-0.00146,0.5669,-0.40918,1.18909,-0.08548,-6.57716,48.61985,0,1,1,1,0,0,1,0,1,48599.36,0.13464508185574348,0.6004597692971028,-0.08365183808910019,9.77947
2017/04/26 - 13:29:59:38,27.9375,1.15057,-0.03756,9.77414,0.00417,0.0122,0.00391,0.56831,-0.40751,1.18911,-0.08385,-6.57206,48.61918,0,1,1,1,0,0,1,0,1,48599.37,0.2389234005695533,0.6990085100596044,0.2240264978961519,9.794139999999999
2017/04/26 - 13:29:59:39,27.9375,1.13537,-0.03751,9.78157,0.00954,0.00327,0.00574,0.56792,-0.40737,1.18836,-0.07937,-6.57266,48.62045,0,1,1,1,0,0,1,0,1,48599.38,0.5466017365548054,0.1873571990077792,0.3288777744050925,9.80157
2017/04/26 - 13:29:59:40,27.9375,1.15057,-0.03756,9.77414,0.00056,0.00344,-0.00861,0.56843,-0.4071,1.18937,-0.07899,-6.57259,48.62395,0,1,1,1,0,0,1,0,1,48599.39,0.0320856365273261,0.1970974815250032,-0.49331666160763876,9.794139999999999
2017/04/26 - 13:29:59:41,27.9375,1.16571,-0.03763,9.77424,0.00417,0.00335,-0.00054,0.56713,-0.40542,1.18891,-0.07717,-6.57315,48.61824,0,1,1,1,0,0,1,0,1,48599.4,0.2389234005695533,0.1919408613688258,-0.030939720937064454,9.79424
2017/04/26 - 13:29:59:42,27.9375,1.15053,-0.03,9.78147,0.00076,-0.00742,0.00757,0.56854,-0.40459,1.18967,-0.07774,-6.57929,48.61811,0,1,1,1,0,0,1,0,1,48599.41,0.043544792429942566,-0.4251346839870709,0.4337290509140332,9.80147
2017/04/26 - 13:29:59:43,27.9375,1.15053,-0.00729,9.7884,0.00424,-0.00381,0.00307,0.56855,-0.40459,1.18829,-0.07612,-6.58395,48.62119,0,1,1,1,0,0,1,0,1,48599.42,0.24293410513546904,-0.21829691994484365,0.17589804310516272,9.808399999999999
2017/04/26 - 13:29:59:44,27.9375,1.15053,-0.03,9.78147,0.00236,0.01048,-0.00146,0.56625,-0.40876,1.18873,-0.07518,-6.57984,48.62315,0,1,1,1,0,0,1,0,1,48599.43,0.13521803965087428,0.6004597692971028,-0.08365183808910019,9.80147
2017/04/26 - 13:29:59:45,27.9375,1.16557,-0.03769,9.78932,-0.01,0.00517,-0.00145,0.56664,-0.40987,1.18933,-0.08142,-6.57935,48.62336,0,1,1,1,0,0,1,0,1,48599.44,-0.5729577951308232,0.2962191800826356,-0.08307888029396936,9.80932
2017/04/26 - 13:29:59:46,27.9375,1.15041,-0.04519,9.78941,0.00335,0.00328,0.00573,0.56819,-0.4089,1.18883,-0.08038,-6.57937,48.62271,0,1,1,1,0,0,1,0,1,48599.45,0.1919408613688258,0.18793015680291,0.3283048166099617,9.80941
2017/04/26 - 13:29:59:47,27.9375,1.12782,-0.0526,9.77439,0.00246,-0.00556,0.00039,0.56715,-0.40779,1.18949,-0.07962,-6.58502,48.62484,0,1,1,1,0,0,1,0,1,48599.46,0.14094761760218252,-0.3185645340927377,0.022345354010102104,9.79439
2017/04/26 - 13:29:59:48,27.9375,1.15057,-0.03756,9.77414,0.00423,0.00682,0.00751,0.5674,-0.40779,1.18987,-0.0782,-6.583,48.62527,0,1,1,1,0,0,1,0,1,48599.47,0.24236114734033823,0.39075721627922144,0.43029130414324823,9.794139999999999
2017/04/26 - 13:29:59:49,27.9375,1.15057,-0.03756,9.77414,-0.0065,0.01404,0.00031,0.56765,-0.40445,1.1883,-0.08257,-6.57741,48.62896,0,1,1,1,0,0,1,0,1,48599.48,-0.3724225668350351,0.8044327443636758,0.01776169164905552,9.794139999999999
2017/04/26 - 13:29:59:50,27.9375,1.16557,-0.03769,9.78932,0.00237,0.014,0.00211,0.56817,-0.4064,1.18939,-0.08185,-6.57128,48.62932,0,1,1,1,0,0,1,0,1,48599.49,0.13579099744600512,0.8021409131831525,0.1208940947726037,9.80932
2017/04/26 - 13:29:59:51,27.9375,1.16569,-0.0225,9.78137,0.00054,0.00346,-0.01041,0.5674,-0.40695,1.18938,-0.08147,-6.57177,48.62919,0,1,1,1,0,0,1,0,1,48599.5,0.030939720937064454,0.19824339711526484,-0.5964490647311871,9.80137
2017/04/26 - 13:29:59:52,27.9375,1.15053,-0.03,9.78147,0.00231,0.01054,-0.00684,0.56739,-0.4064,1.18939,-0.0802,-6.56763,48.62338,0,1,1,1,0,0,1,0,1,48599.51,0.13235325067522016,0.6038975160678878,-0.39190313186948306,9.80147
2017/04/26 - 13:29:59:53,27.9375,1.16571,-0.03763,9.77424,0.00411,0.00341,-0.00682,0.56739,-0.40584,1.19079,-0.07802,-6.56814,48.61902,0,1,1,1,0,0,1,0,1,48599.52,0.23548565379876835,0.19537860813961072,-0.39075721627922144,9.79424
2017/04/26 - 13:29:59:54,27.9375,1.1506,-0.02998,9.77394,-0.00301,0.00348,-0.0113,0.56778,-0.40584,1.18852,-0.0795,-6.56805,48.61528,0,1,1,1,0,0,1,0,1,48599.53,-0.1724602963343778,0.19938931270552648,-0.6474423084978302,9.79394
2017/04/26 - 13:29:59:55,27.9375,1.16571,-0.03763,9.77424,-0.00295,0.00341,-0.00503,0.56663,-0.40667,1.18801,-0.08147,-6.56857,48.60787,0,1,1,1,0,0,1,0,1,48599.54,-0.16902254956359286,0.19537860813961072,-0.28819777095080407,9.79424
2017/04/26 - 13:29:59:56,27.9375,1.1505,-0.03759,9.78168,0.00412,0.01226,-0.00147,0.56675,-0.40653,1.18914,-0.07952,-6.56344,48.60516,0,1,1,1,0,0,1,0,1,48599.55,0.23605861159389918,0.7024462568303893,-0.08422479588423101,9.80168
2017/04/26 - 13:29:59:57,27.9375,1.15038,-0.05278,9.78962,-0.00291,0.00337,-0.00144,0.56805,-0.40751,1.18911,-0.08172,-6.56397,48.60414,0,1,1,1,0,0,1,0,1,48599.56,-0.16673071838306955,0.19308677695908744,-0.08250592249883855,9.809619999999999
2017/04/26 - 13:29:59:58,27.9375,1.15045,-0.05275,9.78208,0.00404,0.00351,-0.01578,0.56778,-0.40584,1.18915,-0.07887,-6.56387,48.6035,0,1,1,1,0,0,1,0,1,48599.57,0.23147494923285258,0.20110818609091896,-0.904127400716439,9.80208
2017/04/26 - 13:29:59:59,27.9375,1.16557,-0.03769,9.78932,-0.00288,0.00863,0.00571,0.56753,-0.40723,1.18963,-0.08152,-6.56137,48.59333,0,1,1,1,0,0,1,0,1,48599.58,-0.1650118449976771,0.4944625771979005,0.3271589010197001,9.80932
2017/04/26 - 13:29:59:60,27.9375,1.15812,-0.02246,9.78132,0.00408,0.01054,-0.00684,0.56779,-0.40723,1.18912,-0.07924,-6.55724,48.59681,0,1,1,1,0,0,1,0,1,48599.59,0.2337667804133759,0.6038975160678878,-0.39190313186948306,9.801319999999999
2017/04/26 - 13:29:59:61,27.9375,1.13544,-0.03748,9.77404,-0.00384,0.0105,-0.00147,0.56739,-0.4064,1.1899,-0.08197,-6.55368,48.59252,0,1,1,1,0,0,1,0,1,48599.6,-0.22001579333023613,0.6016056848873644,-0.08422479588423101,9.794039999999999
2017/04/26 - 13:29:59:62,27.9375,1.15055,-0.02242,9.78127,-0.00295,0.0105,-0.00147,0.56869,-0.40751,1.18861,-0.08407,-6.54956,48.59186,0,1,1,1,0,0,1,0,1,48599.61,-0.16902254956359286,0.6016056848873644,-0.08422479588423101,9.801269999999999
2017/04/26 - 13:29:59:63,27.9375,1.16566,-0.0528,9.77465,0.00065,-0.00198,-0.00142,0.56856,-0.40724,1.18937,-0.08423,-6.55316,48.5901,0,1,1,1,0,0,1,0,1,48599.62,0.037242256683503505,-0.11344564343590299,-0.0813600069085769,9.794649999999999
2017/04/26 - 13:29:59:64,27.9375,1.16561,-0.06796,9.77505,-0.00819,0.00334,0.00214,0.5674,-0.40584,1.18815,-0.08957,-6.55314,48.58947,0,1,1,1,0,0,1,0,1,48599.63,-0.4692524342121442,0.19136790357369496,0.12261296815799617,9.79505
2017/04/26 - 13:29:59:65,27.9375,1.15057,-0.03756,9.77414,0.00248,0.00326,0.00753,0.56765,-0.40556,1.18865,-0.08928,-6.55372,48.58998,0,1,1,1,0,0,1,0,1,48599.64,0.14209353319244417,0.18678424121264836,0.4314372197335099,9.794139999999999
2017/04/26 - 13:29:59:66,27.9375,1.1581,-0.03004,9.78153,0.00409,0.01052,-0.00505,0.56715,-0.40848,1.18898,-0.08711,-6.54959,48.59452,0,1,1,1,0,0,1,0,1,48599.65,0.2343397382085067,0.602751600477626,-0.28934368654106574,9.80153
2017/04/26 - 13:29:59:67,27.9375,1.15072,-0.0375,9.75907,-0.00017,-0.00028,0.00664,0.56663,-0.40792,1.18924,-0.08828,-6.55221,48.59171,0,1,1,1,0,0,1,0,1,48599.66,-0.009740282517223996,-0.01604281826366305,0.38044397596686663,9.779069999999999
2017/04/26 - 13:29:59:68,27.9375,1.12803,-0.0298,9.75871,0.00068,0.01037,0.00929,0.56599,-0.40778,1.189,-0.089,-6.54815,48.59574,0,1,1,1,0,0,1,0,1,48599.67,0.03896113006889598,0.5941572335506637,0.5322777916765348,9.77871
2017/04/26 - 13:29:59:69,27.9375,1.15081,-0.00718,9.75826,0.00234,0.01757,0.00209,0.56739,-0.40598,1.18915,-0.08843,-6.54054,48.60057,0,1,1,1,0,0,1,0,1,48599.68,0.13407212406061264,1.0066868460448564,0.11974817918234204,9.77826
2017/04/26 - 13:29:59:70,27.9375,1.15081,-0.00718,9.75826,0.00784,-0.0039,0.01024,0.56766,-0.40695,1.18875,-0.08511,-6.54467,48.60196,0,1,1,1,0,0,1,0,1,48599.69,0.4491989113825654,-0.22345354010102106,0.586708782213963,9.77826
2017/04/26 - 13:29:59:71,27.9375,1.15053,-0.00729,9.7884,-0.00286,-0.00024,0.00305,0.5683,-0.40556,1.1884,-0.08757,-6.54727,48.60651,0,1,1,1,0,0,1,0,1,48599.7,-0.16386592940741546,-0.013750987083139758,0.1747521275149011,9.808399999999999
2017/04/26 - 13:29:59:72,27.9375,1.15062,-0.02239,9.77374,0.00066,0.00863,0.00571,0.56867,-0.40473,1.18967,-0.08807,-6.54422,48.60847,0,1,1,1,0,0,1,0,1,48599.71,0.03781521447863433,0.4944625771979005,0.3271589010197001,9.79374
2017/04/26 - 13:29:59:73,27.9375,1.1581,-0.03004,9.78153,-0.01343,-0.00381,0.00575,0.56803,-0.40529,1.19042,-0.09676,-6.54887,48.61023,0,1,1,1,0,0,1,0,1,48599.72,-0.7694823188606955,-0.21829691994484365,0.32945073220022336,9.80153
2017/04/26 - 13:29:59:74,27.9375,1.15076,-0.02234,9.75867,0.01136,-0.00388,0.00756,0.56701,-0.40695,1.18926,-0.09125,-6.55298,48.61374,0,1,1,1,0,0,1,0,1,48599.73,0.6508800552686153,-0.22230762451075942,0.43315609311890235,9.77867
2017/04/26 - 13:29:59:75,27.9375,1.15076,-0.02234,9.75867,0.00417,-0.00374,-0.0041,0.56804,-0.40723,1.1895,-0.0892,-6.5576,48.61848,0,1,1,1,0,0,1,0,1,48599.74,0.2389234005695533,-0.2142862153789279,-0.23491269600363754,9.77867
2017/04/26 - 13:29:59:76,27.9375,1.13547,-0.00718,9.78076,-0.00289,0.00333,0.00215,0.56778,-0.40598,1.1889,-0.0915,-6.55759,48.61631,0,1,1,1,0,0,1,0,1,48599.75,-0.16558480279280793,0.19079494577856415,0.123185925953127,9.80076
2017/04/26 - 13:29:59:77,27.9375,1.15067,-0.00723,9.77333,-0.00479,0.01058,-0.00864,0.56701,-0.40598,1.1889,-0.09427,-6.55402,48.61645,0,1,1,1,0,0,1,0,1,48599.76,-0.2744467838676643,0.606189347248411,-0.49503553499303127,9.79333
